epoch,cost,w0,w1,w2,h00,h01,h10,h11
105,0.010544933029788118,-6.039479544941097,4.149929603676938,4.114025150103163,0.002377134497544831,0.127254564054889,0.13129579336388933,0.9024259631004528
106,0.010441539482358288,-6.056793167098112,4.160892738031108,4.125339583436489,0.002336427260653414,0.12658977767426688,0.13057316887438625,0.9028621828077628
107,0.010340059017157042,-6.073936278988184,4.171752772790409,4.136544375216423,0.002296806206553508,0.12593466305971024,0.1298615440993461,0.9032929723021673
108,0.010240440431358952,-6.090912088811587,4.182511563182672,4.147641557029964,0.0022582324467448974,0.1252889940341275,0.12916065142260874,0.9037184395845438
109,0.010142634297939436,-6.107723716796977,4.193170915705134,4.1586331056023065,0.0022206688271835732,0.12465255163877192,0.12847023206428573,0.9041386897525285
110,0.010046592890582164,-6.124374198345882,4.203732589797015,4.1695209447264645,0.0021840798361302295,0.12402512384304867,0.12779003571545597,0.9045538250974974
111,0.009952270112311694,-6.140866487039426,4.214198299441414,4.180306947109821,0.0021484315176588087,0.12340650526833036,0.12711982019086976,0.9049639451977193
112,0.0098596214276387,-6.157203457514348,4.224569714700125,4.1909929361418605,0.0021136913904318834,0.12279649692500602,0.12645935109864925,0.9053691470078701
113,0.009768603798020522,-6.173387908215071,4.234848463184658,4.201580687587005,0.0020798283713798224,0.12219490596201608,0.12580840152601533,0.9057695249450539
114,0.009679175620453452,-6.189422564028079,4.245036131466645,4.212071931206292,0.0020468127039487173,0.12160154542818717,0.12516675174014696,0.9061651709714955
115,0.009591296669020902,-6.205310078804566,4.255134266430563,4.222468352311426,0.0020146158906074628,0.12101623404471853,0.12453418890332914,0.9065561746740475
116,0.009504928039237148,-6.221053037776938,4.265144376571594,4.232771593254502,0.0019832106293277783,0.12043879598821239,0.1239105068016018,0.9069426233406519
117,0.009420032095032053,-6.236653959874433,4.275067933241252,4.2429832548565525,0.0019525707537723736,0.11986906068368083,0.12329550558616911,0.9073246020338905
118,0.009336572418235108,-6.252115299942844,4.284906371843262,4.253104897777861,0.0019226711769461046,0.11930686260699164,0.12268899152687342,0.9077021936617471
119,0.009254513760422599,-6.267439450873023,4.294661092982055,4.26313804383285,0.0018934878380830647,0.11875204109625541,0.12209077677708513,0.908075479045706
120,0.009173821997002504,-6.282628745642585,4.304333463566106,4.273084177252174,0.0018649976525591271,0.11820444017168076,0.12150067914939665,0.9084445369863
121,0.009094464083417924,-6.29768545927501,4.3139248178682115,4.282944745894522,0.0018371784646346735,0.11766390836345375,0.1209185219015422,0.9088094443262154
122,0.009016408013356946,-6.31261181072007,4.323436458544702,4.292721162410486,0.001810009002846358,0.11713029854722658,0.12034413353200815,0.9091702760110598
123,0.008939622778864231,-6.327409964659329,4.332869657615477,4.302414805360736,0.0017834688378796364,0.11660346778682348,0.11977734758482284,0.9095271051478923
124,0.008864078332254449,-6.34208203324022,4.342225657406647,4.312027020290609,0.001757538342765718,0.11608327718379421,0.11921800246304984,0.909880003061608
125,0.008789745549735783,-6.356630077742068,4.351505671457467,4.321559120763123,0.001732198655257572,0.11556959173346783,0.11866594125053385,0.9102290393492701
126,0.008716596196653945,-6.371056110177182,4.3607108853931695,4.331012389352308,0.0017074316422497878,0.11506228018717997,0.11812101154147697,0.9105742819324714
127,0.008644602894275325,-6.38536209483003,4.369842457765224,4.340388078598658,0.001683219866116407,0.11456121492036506,0.11758306527744655,0.9109157971078115
128,0.008573739088030767,-6.399549949737313,4.3789015208604445,4.349687411928396,0.001659546552849511,0.1140662718062208,0.11705195859143733,0.9112536495955625
129,0.008503979017145757,-6.413621548111627,4.387889181480334,4.3589115845381885,0.0016363955618893485,0.11357733009467409,0.11652755165863674,0.9115879025866052
130,0.008435297685589158,-6.4275787197112475,4.3968065216919525,4.3680617642468285,0.0016137513575441497,0.11309427229638537,0.11600970855355648,0.9119186177876957
131,0.008367670834273111,-6.441423252158456,4.405654599551542,4.3771390923153435,0.001591598981904632,0.11261698407154881,0.11549829711321631,0.9122458554651424
132,0.008301074914443795,-6.455156892208691,4.41443444980208,4.386144684236915,0.0015699240291645394,0.11214535412325632,0.11499318880608207,0.912569674486948
133,0.00823548706220384,-6.468781346972678,4.4231470845458825,4.395079630497924,0.001548712621264423,0.11167927409520867,0.11449425860647852,0.9128901323634843
134,0.008170885074111348,-6.482298285093628,4.431793493893305,4.403944997311365,0.0015279513847813,0.1112186384735649,0.1140013848742099,0.9132072852867567
135,0.0081072473838033,-6.495709337881431,4.4403746465885465,4.412741827323808,0.0015076274289918784,0.11076334449273527,0.1135144492391372,0.913521188168313
136,0.008044553039594334,-6.509016100405711,4.448891490613529,4.421471140297055,0.001487728325041756,0.11031329204493552,0.11303333649047782,0.9138318946758552
137,0.007982781683003511,-6.5222201325495135,4.457344953770746,4.430133933765537,0.001468242086157282,0.10986838359332333,0.11255793447060035,0.9141394572685998
138,0.007921913528165968,-6.535322960025302,4.465735944245954,4.43873118367049,0.0014491571488408602,0.10942852408855382,0.1120881339731026,0.9144439272314382
139,0.00786192934208668,-6.548326075354844,4.474065351151542,4.447263844971874,0.0014304623549942417,0.10899362088859804,0.11162382864497541,0.9147453547079472
140,0.007802810425697425,-6.561230938814529,4.482334045051351,4.455732852238953,0.001412146934917789,0.10856358368167228,0.11116491489265716,0.9150437887322882
141,0.0077445385956791514,-6.574038979347544,4.4905428784677,4.464139120220429,0.0013942004911370084,0.10813832441214127,0.11071129179180271,0.9153392772600429
142,0.0076870961670143035,-6.586751595444281,4.498692686371343,4.472483544394946,0.0013766129830106398,0.10771775720925847,0.11026286100059544,0.9156318671980254
143,0.007630465936235295,-6.599370155992298,4.506784286655023,4.480767001502796,0.0013593747120774213,0.10730179831861868,0.1098195266764395,0.9159216044331089
144,0.007574631165337911,-6.6118960010970715,4.514818480591282,4.488990350059547,0.0013424763081012706,0.10689036603620106,0.10938119539587975,0.9162085338601051
145,0.007519575566328121,-6.624330442874733,4.5227960532751466,4.49715443085235,0.0013259087157770843,0.10648338064488905,0.10894777607760374,0.9164926994087335
146,0.007465283286375294,-6.636674766217919,4.5307177740522775,4.505260067419605,0.0013096631820616285,0.106080764353358,0.10851917990838784,0.9167741440697103
147,0.007411738893542379,-6.648930229535801,4.538584396933167,4.513308066514648,0.001293731244096167,0.10568244123723042,0.1080953202718587,0.9170529099200005
148,0.0073589273630695635,-6.661098065469363,4.5463966609938895,4.521299218554088,0.0012781047176893777,0.10528833718239491,0.10767611267994018,0.9173290381472499
149,0.007306834064184932,-6.673179481582868,4.554155290763953,4.529234298051388,0.0012627756863310775,0.10489837983040115,0.10726147470687367,0.9176025690734393
150,0.007255444747420029,-6.685175661032469,4.5618609966017365,4.537114064036287,0.001247736490708943,0.10451249852584014,0.10685132592569645,0.9178735421777856
151,0.007204745532407204,-6.697087763212864,4.56951447505797,4.544939260460586,0.0012329797187020583,0.1041306242656251,0.10644558784707164,0.9181419961189149
152,0.007154722896138552,-6.708916924382837,4.577116409227732,4.552710616590833,0.0012184981958266554,0.10375268965009403,0.1060441838603701,0.9184079687563411
153,0.0071053636616658766,-6.720664258270514,4.584667469091372,4.560428847388414,0.0012042849761108123,0.10337862883585608,0.10564703917690449,0.9186714971712662
154,0.007056654987222607,-6.7323308566591,4.5921683118447865,4.568094653877514,0.0011903333333762357,0.10300837749031025,0.10525408077522798,0.9189326176867351
155,0.007008584355749908,-6.743917789953859,4.599619582219443,4.575708723501425,0.0011766367529064828,0.10264187274776723,0.10486523734840748,0.9191913658871649
156,0.0069611395648091655,-6.75542610773103,4.607021912792515,4.583271730467614,0.0011631889234821472,0.1022790531671076,0.10448043925318903,0.9194477766372691
157,0.006914308716865118,-6.7668568392693755,4.614375924287505,4.590784336082003,0.0011499837297646474,0.10191985869091427,0.1040996184609766,0.9197018841004032
158,0.00686808020992361,-6.778210994065013,4.621682225865696,4.5982471890728185,0.0011370152450112584,0.10156423060601777,0.103722708510548,0.9199537217563468
159,0.00682244272850876,-6.789489562330137,4.6289414154087645,4.605660925904445,0.0011242777241050295,0.10121211150540102,0.1033496444624388,0.9202033224185481
160,0.006777385234966182,-6.800693515476254,4.636154079792872,4.613026171081607,0.0011117655968840864,0.10086344525140364,0.10298036285492147,0.9204507182508436
161,0.006732896961077806,-6.811823806582476,4.643320795154537,4.620343537444252,0.0010994734617557197,0.1005181769401782,0.10261480166151864,0.9206959407836759
162,0.006688967399976526,-6.822881370849438,4.6504421271485885,4.62761362645347,0.0010873960795814224,0.10017625286734705,0.1022529002499865,0.9209390209298268
163,0.006645586298346939,-6.833867126039352,4.657518631198471,4.634837028468772,0.0010755283678198016,0.09983762049481226,0.10189459934270867,0.9211799889996783
164,0.0066027436489019984,-6.844781972902705,4.6645508527391755,4.642014323017032,0.0010638653949150041,0.09950222841867362,0.10153984097844491,0.9214188747160246
165,0.006560429683123127,-6.8556267955920775,4.671539327453058,4.649146079053396,0.0010524023749189505,0.09917002633821217,0.10118856847538092,0.9216557072284438
166,0.006518634864254086,-6.866402462063552,4.678484581498778,4.656232855214435,0.0010411346623362804,0.0988409650258961,0.10084072639542549,0.9218905151272497
167,0.0064773498805378886,-6.877109824466141,4.685387131733612,4.663275200063829,0.0010300577471815439,0.09851499629837164,0.10049626050970842,0.9221233264570343
168,0.006436565638686893,-6.887749719519664,4.692247485929363,4.670273652330826,0.0010191672502386827,0.09819207298840074,0.10015511776523178,0.9223541687298172
169,0.006396273257577453,-6.898322968881484,4.69906614298208,4.6772287411417395,0.0010084589185133796,0.09787214891770811,0.09981724625262785,0.9225830689378149
170,0.006356464062159746,-6.908830379502486,4.705843593115807,4.684140986244724,0.0009979286208693565,0.0975551788707044,0.09948259517498231,0.9228100535658409
171,0.0063171295775744695,-6.919272743972682,4.712580318080553,4.691010898228055,0.0009875723438401507,0.09724111856905206,0.09915111481768105,0.9230351486033502
172,0.006278261523467984,-6.929650840856777,4.719276791344693,4.6978389787321415,0.0009773861876083477,0.09692992464704321,0.09882275651924306,0.9232583795561439
173,0.006239851808499135,-6.939965435020083,4.72593347828196,4.704625720655481,0.0009673663621446329,0.0966215546277568,0.0984974726430978,0.9234797714577347
174,0.006201892525029154,-6.950217277945068,4.732550836353245,4.711371608354768,0.0009575091834994577,0.0963159668999696,0.0981752165502766,0.9236993488803981
175,0.006164375943988181,-6.960407108038884,4.739129315283339,4.718077117839342,0.0009478110702404376,0.09601312069579022,0.09785594257297954,0.9239171359459083
176,0.006127294509911825,-6.970535650932169,4.745669357232811,4.724742716960178,0.0009382685400289684,0.09571297606899173,0.09753960598898674,0.9241331563359757
177,0.006090640836140885,-6.980603619769432,4.752171396965164,4.731368865593592,0.0009288782063298674,0.09541549387401563,0.09722616299688243,0.9243474333023927
178,0.006054407700178185,-6.990611715491275,4.758635862009437,4.737956015819836,0.0009196367752481572,0.09512063574562406,0.09691557069206082,0.924559989676898
179,0.006018588039196838,-7.0005606271087535,4.765063172818385,4.744504612096762,0.0009105410424874003,0.09482836407917689,0.09660778704348685,0.9247708478807697
180,0.0059831749456936084,-7.010451031970114,4.771453742922392,4.751015091428706,0.0009015878904242669,0.09453864201151059,0.09630277087118193,0.9249800299341537
181,0.005948161663282814,-7.020283596020171,4.777807979079255,4.75748788353075,0.0008927742852942766,0.09425143340239754,0.09600048182441023,0.9251875574651376
182,0.005913541582624953,-7.030058974052557,4.784126281419955,4.763923410988522,0.0008840972744839064,0.09396670281656629,0.09570088036053859,0.9253934517185777
183,0.005879308237485035,-7.039777809955096,4.790409043590558,4.77032208941365,0.0008755539839244826,0.09368441550625978,0.09540392772454565,0.9255977335646859
184,0.005845455300916659,-7.049440736948492,4.796656652890361,4.776684327595057,0.0008671416155835103,0.0934045373943174,0.09510958592915883,0.9258004235073863
185,0.0058119765815655864,-7.059048377818575,4.802869490406408,4.7830105276461845,0.0008588574450492865,0.0931270350577592,0.09481781773559547,0.9260015416924472
186,0.00577886602009078,-7.068601345142305,4.8090479311444785,4.789301085148291,0.0008506988192048387,0.09285187571185435,0.09452858663488528,0.9262011079153942
187,0.005746117685696201,-7.078100241507726,4.815192344156662,4.795556389289961,0.0008426631539874395,0.09257902719465966,0.09424185682975592,0.926399141629215
188,0.0057137257727714426,-7.0875456597280655,4.821303092665633,4.801776823002925,0.0008347479322301075,0.09230845795201058,0.0939575932170612,0.9265956619518582
189,0.00568168459763558,-7.096938183050167,4.827380534185717,4.807962763094321,0.0008269507015816778,0.09204013702294916,0.0936757613707325,0.9267906876735361
190,0.005649988595382221,-7.106278385357437,4.83342502064085,4.814114580375497,0.0008192690725021727,0.09177403402557356,0.09339632752523468,0.9269842372638348
